,p_ad/uc/mail its,t_ad/uc/mail its,p_alw,t_alw,p_backup its,t_backup its,p_bernt,t_bernt,p_bsd,t_bsd,p_cjens,t_cjens,p_crm brugeradministration,t_crm brugeradministration,p_daro,t_daro,p_dns its,t_dns its,p_flytninger its,t_flytninger its,p_fredyr,t_fredyr,p_gl,t_gl,p_hhaug,t_hhaug,p_indkøb its,t_indkøb its,p_infrastruktur its,t_infrastruktur its,p_it help - ad/uc/mail,t_it help - ad/uc/mail,p_it help 1line,t_it help 1line,p_it help administration ,t_it help administration ,p_it help av,t_it help av,p_it help citrix,t_it help citrix,p_it help indkøb,t_it help indkøb,p_it help indkøb samf,t_it help indkøb samf,p_it help indkøb tek,t_it help indkøb tek,p_it help lab-it,t_it help lab-it,p_it help mac,t_it help mac,p_it help sd esbjerg,t_it help sd esbjerg,p_it help sd kolding,t_it help sd kolding,p_it help sd københavn,t_it help sd københavn,p_it help sd nord,t_it help sd nord,p_it help sd slagelse,t_it help sd slagelse,p_it help sd sønderborg,t_it help sd sønderborg,p_it help sd vest,t_it help sd vest,p_it help sd wp,t_it help sd wp,p_it help sd øst,t_it help sd øst,p_it help servicedesk,t_it help servicedesk,p_it help studenterservice,t_it help studenterservice,p_it help windows,t_it help windows,p_it operations,t_it operations,p_it operations - linux server,t_it operations - linux server,p_it-service its,t_it-service its,p_its mail gateways,t_its mail gateways,p_its office 365,t_its office 365,p_its service desk,t_its service desk,p_its stads,t_its stads,p_jneble,t_jneble,p_jpanduro,t_jpanduro,p_jrr,t_jrr,p_june,t_june,p_jwbn,t_jwbn,p_klavs,t_klavs,p_krep,t_krep,p_lab-it its,t_lab-it its,p_lhp,t_lhp,p_ln,t_ln,p_læringssupport - 3800,t_læringssupport - 3800,p_madp,t_madp,p_madsj,t_madsj,p_mam,t_mam,p_mbvh,t_mbvh,p_mikamo,t_mikamo,p_mjm,t_mjm,p_mobiltelefoni,t_mobiltelefoni,p_morteng,t_morteng,p_nisid,t_nisid,p_nlhi,t_nlhi,p_od digital eksamen,t_od digital eksamen,p_online undervisning,t_online undervisning,p_online-eksamen,t_online-eksamen,p_pc udlån - nord,t_pc udlån - nord,p_pejh,t_pejh,p_persondata,t_persondata,p_potentielt databrud,t_potentielt databrud,p_sb-ispoc,t_sb-ispoc,p_sd nord skranke,t_sd nord skranke,p_sd nord værksted,t_sd nord værksted,p_sd-campusvej its ,t_sd-campusvej its ,p_sd-odense skranke its,t_sd-odense skranke its,p_sd-science its,t_sd-science its,p_sd-studenterservice its,t_sd-studenterservice its,p_sd-sund its,t_sd-sund its,p_sd-sønderborg its,t_sd-sønderborg its,p_sdu it,t_sdu it,p_sfeo blackboard,t_sfeo blackboard,p_sfeo brugeroprettelse,t_sfeo brugeroprettelse,p_sfeo indkøb,t_sfeo indkøb,p_sfeo intern handel,t_sfeo intern handel,p_sfeo servicedesk,t_sfeo servicedesk,p_sfeo udlån,t_sfeo udlån,p_sfeo værksted,t_sfeo værksted,p_sfeo web,t_sfeo web,p_sharepoint its,t_sharepoint its,p_sps support,t_sps support,p_studenterservice udlån,t_studenterservice udlån,p_system its,t_system its,p_systemudvikling its,t_systemudvikling its,p_tek servicedesk,t_tek servicedesk,p_udviklingsafdeling its,t_udviklingsafdeling its,p_ugaden,t_ugaden,p_værksted its,t_værksted its,p_windows server its,t_windows server its
10,0,0,3,3,0,0,20,20,5,5,9,9,2,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
11,0,0,3,3,0,0,20,20,5,5,9,9,2,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
12,0,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
13,0,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
14,0,0,3,3,0,0,20,20,5,5,9,9,4,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
15,0,0,3,3,0,0,20,20,5,5,9,9,4,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
16,0,0,3,3,0,0,20,20,5,5,9,9,4,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,36,33,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
17,0,0,3,3,0,0,20,20,5,5,9,9,6,2,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
18,0,0,3,3,0,0,20,20,5,5,9,9,6,2,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,15,10,4,4,5,5,9,0,54,54,4,4,0,0,78,78,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,5,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
19,0,0,3,3,0,0,20,20,5,5,9,9,4,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,4,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
20,0,0,3,3,0,0,20,20,5,5,9,9,4,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,4,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
21,0,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,9,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
22,0,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,22,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,9,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,85,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
23,2,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,27,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,9,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,89,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
24,2,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,27,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,9,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,89,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
25,4,0,3,3,0,0,20,20,5,5,9,9,6,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,40,35,70,75,33,33,9,9,0,0,5,5,0,0,0,0,5,5,27,22,12,12,0,0,0,0,20,10,4,4,5,5,9,0,54,54,9,4,0,0,78,80,18,18,69,69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,8,8,0,0,4,4,0,0,9,9,0,0,0,0,0,0,5,10,17,17,0,0,0,0,109,109,0,0,0,0,24,24,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,85,89,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,28,28,0,0,0,0
